timestamp,cpu_predict_mhz
2013-08-20 09:01:52,2.6995862
2013-08-20 09:06:52,2.6461148
2013-08-20 09:11:52,2.6742992
2013-08-20 09:16:52,2.6925666
2013-08-20 09:21:52,2.6503158
2013-08-20 09:26:52,2.647672
2013-08-20 09:31:52,2.6822884
2013-08-20 09:36:52,2.6741707
2013-08-20 09:41:52,2.6534314
2013-08-20 09:46:52,2.67989
2013-08-20 09:51:52,2.652067
2013-08-20 09:56:52,2.6534314
2013-08-20 10:01:53,2.6716554
2013-08-20 10:06:53,2.6751537
2013-08-20 10:11:53,2.6716554
2013-08-20 10:16:53,2.6755152
2013-08-20 10:22:03,2.6747112
2013-08-20 10:27:03,2.6525207
2013-08-20 10:32:04,2.6521087
2013-08-20 10:37:04,2.6753867
2013-08-20 10:42:04,2.652067
2013-08-20 10:47:04,2.6838982
2013-08-20 10:52:04,2.6714852
2013-08-20 10:57:04,2.6880248
2013-08-20 11:02:04,2.6501231
2013-08-20 11:07:04,2.6840684
2013-08-20 11:12:04,2.682704
2013-08-20 11:17:04,2.6747112
2013-08-20 11:22:04,2.6742992
2013-08-20 11:27:04,2.6825755
2013-08-20 11:32:04,2.6745827
2013-08-20 11:37:04,2.6833873
2013-08-20 11:42:04,2.652067
2013-08-20 11:47:04,2.6838982
2013-08-20 11:52:04,2.652479
2013-08-20 11:57:04,2.674129
2013-08-20 12:02:04,2.6747112
2013-08-20 12:07:04,2.6840684
2013-08-20 12:12:04,2.6898556
2013-08-20 12:17:04,2.6503158
2013-08-20 12:22:04,2.6840298
2013-08-20 12:27:04,2.6521087
2013-08-20 12:32:04,2.6741707
2013-08-20 12:37:04,2.6741707
2013-08-20 12:42:04,2.674129
2013-08-20 12:47:04,2.6754935
2013-08-20 12:52:05,2.652067
2013-08-20 12:57:05,2.674129
2013-08-20 13:02:05,2.6487586
2013-08-20 13:07:05,2.6840684
2013-08-20 13:12:05,2.6716554
2013-08-20 13:17:05,2.6800601
2013-08-20 13:22:05,2.668516
2013-08-20 13:27:05,2.6521087
2013-08-20 13:32:05,2.68394
2013-08-20 13:37:05,2.6741707
2013-08-20 13:42:05,2.674129
2013-08-20 13:47:05,2.674129
2013-08-20 13:52:05,2.6754935
2013-08-20 13:57:05,2.1378477
2013-08-20 14:02:05,2.6756637
2013-08-20 14:07:05,2.6853943
2013-08-20 14:12:05,2.6501231
2013-08-20 14:17:05,2.6503158
2013-08-20 14:22:05,2.682704
2013-08-20 14:27:05,2.6521087
2013-08-20 14:32:05,2.671527
2013-08-20 14:37:05,2.6741707
2013-08-20 14:42:05,2.6914582
2013-08-20 14:47:05,2.652479
2013-08-20 14:52:05,2.6786675
2013-08-20 14:57:05,2.674541
2013-08-20 15:02:05,2.6501231
2013-08-20 15:07:06,2.6742992
2013-08-20 15:12:06,2.682704
2013-08-20 15:17:06,2.6756637
2013-08-20 15:22:06,2.6516802
2013-08-20 15:27:06,2.6518216
2013-08-20 15:32:06,2.6825755
2013-08-20 15:37:06,2.6741707
2013-08-20 15:42:06,2.652067
2013-08-20 15:47:06,2.674129
2013-08-20 15:52:06,2.6754935
2013-08-20 15:57:06,2.6534314
2013-08-20 16:02:06,2.6742992
2013-08-20 16:07:05,2.682704
2013-08-20 16:12:05,2.6742992
2013-08-20 16:17:05,2.6503158
2013-08-20 16:22:05,2.6716554
2013-08-20 16:27:05,2.68394
2013-08-20 16:32:05,2.6534731
2013-08-20 16:37:05,2.68394
2013-08-20 16:42:05,2.6714852
2013-08-20 16:47:05,2.6714852
2013-08-20 16:52:06,2.6494231
2013-08-20 16:57:06,2.6704097
2013-08-20 17:02:06,2.682704
2013-08-20 17:07:06,2.6499746
2013-08-20 17:12:06,2.6840684
2013-08-20 17:17:06,2.6756637
2013-08-20 17:22:06,2.6742992
2013-08-20 17:27:06,2.6753867
2013-08-20 17:32:06,2.6738837
2013-08-20 17:37:06,2.696398
2013-08-20 17:42:06,2.6754935
2013-08-20 17:47:06,2.674129
2013-08-20 17:52:06,2.6825337
2013-08-20 17:57:06,2.6494231
2013-08-20 18:02:06,2.6742992
2013-08-20 18:07:06,2.6755152
2013-08-20 18:12:06,2.6840298
2013-08-20 18:17:06,2.6503158
2013-08-20 18:22:06,2.6742992
2013-08-20 18:27:06,2.6923897
2013-08-20 18:32:06,2.6755352
2013-08-20 18:37:06,2.6741707
2013-08-20 18:42:06,2.6680377
2013-08-20 18:47:06,2.6838596
2013-08-20 18:52:06,2.652067
2013-08-20 18:57:06,2.6754935
2013-08-20 19:02:06,2.6742992
2013-08-20 19:07:07,2.682704
2013-08-20 19:12:07,2.682704
2013-08-20 19:17:07,2.6756637
2013-08-20 19:22:07,2.6840684
2013-08-20 19:27:07,2.6521087
2013-08-20 19:32:07,2.6741707
2013-08-20 19:37:07,2.6741707
2013-08-20 19:42:07,2.675345
2013-08-20 19:47:07,2.65178
2013-08-20 19:52:07,2.65178
2013-08-20 19:57:07,2.6825337
2013-08-20 20:02:07,2.6501231
2013-08-20 20:07:07,2.6840684
2013-08-20 20:12:07,2.6840684
2013-08-20 20:17:07,2.647672
2013-08-20 20:22:07,2.682704
2013-08-20 20:27:07,2.6755352
2013-08-20 20:32:07,2.6521087
2013-08-20 20:37:07,2.6745827
2013-08-20 20:42:07,2.652067
2013-08-20 20:47:07,2.6825337
2013-08-20 20:52:07,2.652067
2013-08-20 20:57:07,2.674129
2013-08-20 21:02:07,2.6742992
2013-08-20 21:07:07,2.682704
2013-08-20 21:12:07,2.6487586
2013-08-20 21:17:07,2.6840684
2013-08-20 21:22:07,2.682704
2013-08-20 21:27:07,2.6521087
2013-08-20 21:32:07,2.6741707
2013-08-20 21:37:07,2.6741707
2013-08-20 21:42:08,2.6825337
2013-08-20 21:47:08,2.652067
2013-08-20 21:52:08,2.6825337
2013-08-20 21:57:08,2.6754935
2013-08-20 22:02:08,2.6747112
2013-08-20 22:07:08,2.6487586
2013-08-20 22:12:08,2.6742992
2013-08-20 22:17:08,2.6840684
2013-08-20 22:22:08,2.69027
2013-08-20 22:27:08,2.6521087
2013-08-20 22:32:08,2.6755352
2013-08-20 22:37:09,2.6741707
2013-08-20 22:42:09,2.652067
2013-08-20 22:47:09,2.6754935
2013-08-20 22:52:09,2.6754935
2013-08-20 22:57:09,2.6825337
2013-08-20 23:02:09,2.6487586
2013-08-20 23:07:09,2.6800601
2013-08-20 23:12:09,2.6716554
2013-08-20 23:17:09,2.6742992
2013-08-20 23:22:09,2.6503158
2013-08-20 23:27:09,2.6521087
2013-08-20 23:32:09,2.6829875
2013-08-20 23:37:09,2.6755352
2013-08-20 23:42:09,2.6825337
2013-08-20 23:47:09,2.674129
2013-08-20 23:52:09,2.674129
2013-08-20 23:57:09,2.652067
2013-08-21 00:02:09,2.6742992
2013-08-21 00:07:09,2.6742992
2013-08-21 00:12:09,2.6501231
2013-08-21 00:17:09,2.6716554
2013-08-21 00:22:09,2.6716554
2013-08-21 00:27:09,2.6534731
2013-08-21 00:32:09,2.68394
2013-08-21 00:37:09,2.6825755
2013-08-21 00:42:09,2.674129
2013-08-21 00:47:09,2.652067
2013-08-21 00:52:09,2.652067
2013-08-21 00:57:09,2.6812158
2013-08-21 01:02:09,2.6484716
2013-08-21 01:07:10,2.683116
2013-08-21 01:12:09,2.682704
2013-08-21 01:17:09,2.6503158
2013-08-21 01:22:09,2.682704
2013-08-21 01:27:09,2.6755352
2013-08-21 01:32:09,2.6755352
2013-08-21 01:37:09,2.6755352
2013-08-21 01:42:09,2.6494231
2013-08-21 01:47:09,2.6825337
2013-08-21 01:52:09,2.652067
2013-08-21 01:57:09,2.6900997
2013-08-21 02:02:09,2.6742992
2013-08-21 02:07:09,2.6742992
2013-08-21 02:12:09,2.6693368
2013-08-21 02:17:09,2.6747112
2013-08-21 02:22:09,2.6740122
2013-08-21 02:27:09,2.6741707
2013-08-21 02:32:09,2.6521087
2013-08-21 02:37:09,2.6837914
2013-08-21 02:42:09,2.6829457
2013-08-21 02:47:09,2.652067
2013-08-21 02:52:09,2.674129
2013-08-21 02:57:10,2.685224
2013-08-21 03:02:10,2.6501231
2013-08-21 03:07:10,2.683116
2013-08-21 03:12:10,2.682704
2013-08-21 03:17:10,2.6716554
2013-08-21 03:22:10,2.6756637
2013-08-21 03:27:10,2.6741707
2013-08-21 03:32:10,2.6901414
2013-08-21 03:37:10,2.6755352
2013-08-21 03:42:10,2.6532829
2013-08-21 03:47:10,2.6838596
2013-08-21 03:52:10,2.6754935
2013-08-21 03:57:10,2.674129
2013-08-21 04:02:10,2.6742992
2013-08-21 04:07:10,2.6742992
2013-08-21 04:12:10,2.7009041
2013-08-21 04:17:10,2.6742992
2013-08-21 04:22:10,2.6742992
2013-08-21 04:27:10,2.6521087
2013-08-21 04:32:10,2.6521087
2013-08-21 04:37:10,2.6839013
2013-08-21 04:42:10,2.652067
2013-08-21 04:47:10,2.6825337
2013-08-21 04:52:10,2.674129
2013-08-21 04:57:10,2.674129
2013-08-21 05:02:10,2.6747112
2013-08-21 05:07:11,2.6840684
2013-08-21 05:12:11,2.6747112
2013-08-21 05:17:11,2.6503158
2013-08-21 05:22:11,2.6742992
2013-08-21 05:27:11,2.6741707
2013-08-21 05:32:11,2.6521087
2013-08-21 05:37:11,2.6825755
2013-08-21 05:42:11,2.6825337
2013-08-21 05:47:11,2.652067
2013-08-21 05:52:11,2.674129
2013-08-21 05:57:11,2.6754935
2013-08-21 06:02:11,2.6756637
2013-08-21 06:07:11,2.682704
2013-08-21 06:12:11,2.6742992
2013-08-21 06:17:11,2.6742992
2013-08-21 06:22:11,2.6742992
2013-08-21 06:27:11,2.6755352
2013-08-21 06:32:11,2.671527
2013-08-21 06:37:11,2.6745827
2013-08-21 06:42:11,2.673842
2013-08-21 06:47:11,2.6825337
2013-08-21 06:52:11,2.652067
2013-08-21 06:57:11,2.674129
2013-08-21 07:02:11,2.6740122
2013-08-21 07:07:11,2.6900687
2013-08-21 07:12:11,2.6840298
2013-08-21 07:17:12,2.3110957
2013-08-21 07:22:12,2.6756637
2013-08-21 07:27:12,2.6521087
2013-08-21 07:32:12,2.6741707
2013-08-21 07:37:12,2.6741707
2013-08-21 07:42:12,2.652067
2013-08-21 07:47:12,2.674129
2013-08-21 07:52:12,2.6754935
2013-08-21 07:57:12,2.6534314
2013-08-21 08:02:12,2.682704
2013-08-21 08:07:12,2.6756637
2013-08-21 08:12:12,2.6669588
2013-08-21 08:17:12,2.6507277
2013-08-21 08:22:12,2.6835158
2013-08-21 08:27:12,2.6741707
2013-08-21 08:32:12,2.6525207
2013-08-21 08:37:12,2.6741707
2013-08-21 08:42:12,2.6838982
2013-08-21 08:47:12,2.652067
2013-08-21 08:52:12,2.674129
2013-08-21 08:57:12,2.6714852
